best_val,checkpoint_path,cuda_0_max_memory_allocated_bytes,cuda_0_max_memory_reserved_bytes,cuda_0_memory_allocated_bytes,cuda_0_memory_reserved_bytes,cuda_device_count,device,disk_free_bytes,disk_percent,disk_total_bytes,disk_used_bytes,elapsed_s,epoch,grad_norm,label,llm_id,loss,lr,notebook,num_epochs,phase,process_cpu_percent,process_read_bytes,process_read_count,process_rss_bytes,process_vms_bytes,process_write_bytes,process_write_count,stage,step,step_duration_s,system_cpu_percent,system_ram_available_bytes,system_ram_percent,system_ram_total_bytes,system_ram_used_bytes,timestamp_utc,train_batches,train_loss,val_batches,val_loss
,,688467456,700448768,688467456,700448768,1,cuda,386385993728,61.3,999327526912,612941533184,0.001,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,200,setup,0.0,214454153,15517,1970515968,4704866304,283744,145,train,0,,0.0,49867198464,27.2,68541702144,18674503680,2026-03-10T13:02:33.231917+00:00,58,,39,
,,7288520192,8128561152,2267656704,8128561152,1,cuda,386386010112,61.3,999327526912,612941516800,0.509873,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,,sample,91.0,214596863,15557,2490667008,12811976704,304224,150,train,1,,0.0,49334464512,28.0,68541702144,19207237632,2026-03-10T13:02:33.740790+00:00,,,,
,,7288520192,8214544384,2183831552,8214544384,1,cuda,386386010112,61.3,999327526912,612941516800,0.631462,1,7.75,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,3.5605111122131348,1.7241379310344828e-07,obd_flamingo_alignment_training,,train_step,85.2,214596863,15557,2626613248,13068910592,304224,150,train,1,0.6260895000013988,5.0,49198501888,28.2,68541702144,19343200256,2026-03-10T13:02:33.860636+00:00,,,,
,,8233459712,9745465344,2179602944,9745465344,1,cuda,386386010112,61.3,999327526912,612941516800,0.860648,1,9.125,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,4.420656681060791,3.4482758620689656e-07,obd_flamingo_alignment_training,,train_step,80.1,214596863,15557,2631901184,14610059264,304224,150,train,2,0.22754370000620838,5.6,49179471872,28.2,68541702144,19362230272,2026-03-10T13:02:34.090565+00:00,,,,
,,8233459712,9745465344,2208653312,9745465344,1,cuda,386386010112,61.3,999327526912,612941516800,1.023545,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,,sample,80.1,214596863,15557,2631954432,14610059264,304224,150,train,3,,4.6,49179496448,28.2,68541702144,19362205696,2026-03-10T13:02:34.248460+00:00,,,,
,,8233459712,9745465344,2178786304,9745465344,1,cuda,386386010112,61.3,999327526912,612941516800,1.05695,1,10.125,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,4.133993148803711,5.172413793103449e-07,obd_flamingo_alignment_training,,train_step,99.7,214596863,15557,2631954432,14610059264,304224,150,train,3,0.1967280000098981,3.8,49177993216,28.3,68541702144,19363708928,2026-03-10T13:02:34.287867+00:00,,,,
,,8538343936,14514388992,3511147520,14514388992,1,cuda,386386075648,61.3,999327526912,612941451264,1.562178,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,,sample,43.3,214596863,15557,5620645888,19541725184,304224,150,train,4,,7.7,46002171904,32.9,68541702144,22539530240,2026-03-10T13:02:34.757498+00:00,,,,
,,8538343936,14514388992,2174014464,14514388992,1,cuda,386386075648,61.3,999327526912,612941451264,1.625787,1,7.40625,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,3.768320322036743,6.896551724137931e-07,obd_flamingo_alignment_training,,train_step,99.7,214596863,15557,5620641792,19541725184,304224,150,train,4,0.5675800000026356,7.8,46002393088,32.9,68541702144,22539309056,2026-03-10T13:02:34.856704+00:00,,,,
,,8780969984,19440599040,3427876864,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,2.476406,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,,sample,93.1,214596863,15557,9240961024,24383553536,304224,150,train,5,,10.3,42368421888,38.2,68541702144,26173280256,2026-03-10T13:02:35.300906+00:00,,,,
,,8780969984,19440599040,2175104512,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,2.545994,1,6.4375,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,3.4144132137298584,8.620689655172415e-07,obd_flamingo_alignment_training,,train_step,106.6,214596863,15557,10547486720,24383553536,304224,150,train,5,0.9171022999944398,8.9,41038503936,40.1,68541702144,27503198208,2026-03-10T13:02:35.775911+00:00,,,,
,,8780969984,19440599040,3168719872,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,3.311135,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,,sample,85.8,214596863,15557,10547613696,24383688704,304224,150,train,6,,6.1,41042853888,40.1,68541702144,27498848256,2026-03-10T13:02:36.215036+00:00,,,,
,,8780969984,19440599040,2175104512,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,3.37948,1,6.34375,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,3.3116648197174072,1.0344827586206898e-06,obd_flamingo_alignment_training,,train_step,103.9,214596863,15557,10547613696,24383688704,304224,150,train,6,0.8324486999918008,5.2,41041813504,40.1,68541702144,27499888640,2026-03-10T13:02:36.610397+00:00,,,,
,,8780969984,19440599040,2177437184,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,3.750074,1,8.375,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,4.243635654449463,1.206896551724138e-06,obd_flamingo_alignment_training,,train_step,50.0,214596863,15557,10547662848,24383692800,304224,150,train,7,0.37013260000094306,7.9,41037848576,40.1,68541702144,27503853568,2026-03-10T13:02:36.980991+00:00,,,,
,,8780969984,19440599040,5178121728,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,3.838909,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,,sample,100.2,214596863,15557,10547695616,24383692800,304224,150,train,8,,7.8,41037885440,40.1,68541702144,27503816704,2026-03-10T13:02:37.053825+00:00,,,,
,,8780969984,19440599040,2179827200,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,3.953933,1,9.3125,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,4.451661586761475,1.3793103448275862e-06,obd_flamingo_alignment_training,,train_step,87.5,214596863,15557,10547720192,24383692800,304224,150,train,8,0.20813169999746606,11.2,41037893632,40.1,68541702144,27503808512,2026-03-10T13:02:37.184850+00:00,,,,
,,8780969984,19440599040,2178195456,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,4.161859,1,8.9375,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,4.2292938232421875,1.5517241379310346e-06,obd_flamingo_alignment_training,,train_step,77.0,214596863,15557,10547949568,24383963136,304224,150,train,9,0.19959990000643302,6.1,41037844480,40.1,68541702144,27503857664,2026-03-10T13:02:37.391777+00:00,,,,
,,8780969984,19440599040,3551527424,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,4.46996,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,,sample,69.3,214596863,15557,10548060160,24346009600,304224,150,train,10,,6.3,41037860864,40.1,68541702144,27503841280,2026-03-10T13:02:37.583215+00:00,,,,
,,8780969984,19440599040,2173618688,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,4.535351,1,8.25,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,4.013797283172607,1.724137931034483e-06,obd_flamingo_alignment_training,,train_step,99.9,214596863,15557,10548060160,24346009600,304224,150,train,10,0.3722379999962868,6.6,41038716928,40.1,68541702144,27502985216,2026-03-10T13:02:37.766268+00:00,,,,
,,8780969984,19440599040,2176328704,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,4.737512,1,8.375,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,3.7469727993011475,1.896551724137931e-06,obd_flamingo_alignment_training,,train_step,77.0,214596863,15557,10548105216,24333336576,304224,150,train,11,0.2020143999980064,3.6,41038741504,40.1,68541702144,27502960640,2026-03-10T13:02:37.968429+00:00,,,,
,,8780969984,19440599040,3269981184,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,5.041366,,,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,,,obd_flamingo_alignment_training,,sample,56.3,214596863,15557,10548301824,24333611008,304224,150,train,12,,4.2,41040539648,40.1,68541702144,27501162496,2026-03-10T13:02:38.210206+00:00,,,,
,,8780969984,19440599040,2178938880,19440599040,1,cuda,386386071552,61.3,999327526912,612941455360,5.104166,1,9.1875,obd_flamingo_gemma_3_270m_train,google/gemma-3-270m,3.9271445274353027,2.0689655172413796e-06,obd_flamingo_alignment_training,,train_step,75.0,214596863,15557,10548301824,24331444224,304224,150,train,12,0.3661278000072343,4.5,41040539648,40.1,68541702144,27501162496,2026-03-10T13:02:38.335083+00:00,,,,
